id,timestamp,qtr,dept,weekday,group,planned_efficiency,std_min_value,work_in_progress,extra_hours,bonus,downtime,inactive_workers,style_changes,num_workers,real_efficiency
202,1/12/2015,Q2,B,Monday,6,0.8,2.9,,1440,0,0.0,0,0,8.0,0.817424242
820,2/17/2015,Q3,B,Tuesday,2,0.8,5.13,,1800,0,0.0,0,0,15.0,0.5814
845,2/19/2015,Q3,A,Thursday,12,0.8,15.26,1126.0,1080,38,0.0,0,0,34.0,0.800711494
673,2/8/2015,Q2,A,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
172,1/11/2015,Q2,A,Sunday,9,0.8,26.16,1095.0,10620,88,0.0,0,0,59.0,0.900215716
555,2/1/2015,Q1,B,Sunday,12,0.75,4.08,,1080,0,0.0,0,0,9.0,0.702666667
587,2/3/2015,Q1,B,Tuesday,9,0.75,3.94,,1320,0,0.0,0,0,11.0,0.919954545
233,1/13/2015,Q2,B,Tuesday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.601278409
116,1/7/2015,Q1,A,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30.5,0.800343766
1015,3/2/2015,Q1,A,Monday,6,0.75,18.79,947.0,2880,34,0.0,0,0,33.0,0.750797009
916,2/24/2015,Q4,A,Tuesday,8,0.7,29.4,1079.0,4560,40,0.0,0,2,58.0,0.700518519
5,1/1/2015,Q1,A,Thursday,7,0.8,25.9,984.0,6720,38,0.0,0,0,56.0,0.800125
1186,3/11/2015,Q2,A,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59.0,0.750050847
196,1/12/2015,Q2,B,Monday,2,0.8,3.94,,1440,0,0.0,0,0,8.0,0.880530303
814,2/17/2015,Q3,A,Tuesday,3,0.7,30.1,1422.0,6960,50,0.0,0,1,58.0,0.700603448
1046,3/3/2015,Q1,A,Tuesday,2,0.4,15.28,157.0,5400,0,6.5,30,1,45.0,0.30277037
940,2/25/2015,Q4,B,Wednesday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.440375
921,2/24/2015,Q4,A,Tuesday,1,0.6,22.53,708.0,5040,0,0.0,0,1,42.0,0.268214286
213,1/12/2015,Q2,B,Monday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.640577652
1130,3/9/2015,Q2,B,Monday,5,0.6,3.94,,0,2880,0.0,0,0,12.0,0.864342593
94,1/6/2015,Q1,A,Tuesday,3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829
1082,3/5/2015,Q1,A,Thursday,10,0.7,21.82,1390.0,6000,30,0.0,0,0,50.0,0.700422
749,2/14/2015,Q2,A,Saturday,1,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
355,1/21/2015,Q3,A,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511
862,2/19/2015,Q3,A,Thursday,2,0.65,30.33,841.0,6840,0,0.0,0,1,57.0,0.585315789
342,1/20/2015,Q3,A,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359
843,2/18/2015,Q3,A,Wednesday,8,0.65,29.4,962.0,4560,0,4.5,30,2,57.0,0.251399254
449,1/26/2015,Q4,B,Monday,12,0.7,4.08,,1620,0,0.0,0,0,9.0,0.769292929
979,2/28/2015,Q4,A,Saturday,1,0.5,26.66,1448.0,6840,30,0.0,0,2,57.0,0.550349708
166,1/10/2015,Q2,B,Saturday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758
1109,3/8/2015,Q2,B,Sunday,1,0.75,3.94,,960,0,0.0,0,0,8.0,0.890604167
784,2/15/2015,Q3,A,Sunday,9,0.5,18.79,1688.0,5280,0,0.0,0,1,54.0,0.283054487
414,1/24/2015,Q4,A,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
1052,3/4/2015,Q1,B,Wednesday,4,0.7,3.94,,960,0,0.0,0,0,8.0,0.806058333
652,2/7/2015,Q1,A,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
1144,3/9/2015,Q2,A,Monday,6,0.65,23.41,1262.0,4560,35,0.0,0,1,38.0,0.650962281
1183,3/11/2015,Q2,A,Wednesday,10,0.75,21.82,1674.0,6000,34,0.0,0,0,50.0,0.750608
1122,3/8/2015,Q2,A,Sunday,6,0.6,23.41,1266.0,2520,23,0.0,0,1,38.0,0.601037091
273,1/15/2015,Q3,A,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
1171,3/10/2015,Q2,B,Tuesday,7,0.5,3.9,,960,0,0.0,0,0,8.0,0.560625
436,1/25/2015,Q4,B,Sunday,8,0.8,2.9,,720,0,0.0,0,0,4.0,0.329545455
672,2/8/2015,Q2,A,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.355534483
913,2/24/2015,Q4,B,Tuesday,6,0.75,2.9,,1800,0,0.0,0,0,15.0,0.726933333
1010,3/2/2015,Q1,B,Monday,9,0.75,2.9,,1200,0,0.0,0,0,10.0,0.8004
27,1/3/2015,Q1,A,Saturday,12,0.8,26.16,844.0,7080,63,0.0,0,0,59.0,0.800318644
421,1/25/2015,Q4,B,Sunday,4,0.75,4.3,,2160,0,0.0,0,0,12.0,0.952020202
289,1/17/2015,Q3,A,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
879,2/22/2015,Q4,A,Sunday,10,0.7,21.25,1531.0,6000,0,0.0,0,1,50.0,0.456875
1182,3/11/2015,Q2,B,Wednesday,5,0.7,3.94,,1440,0,0.0,0,0,12.0,0.75885
718,2/11/2015,Q2,A,Wednesday,10,0.8,22.52,598.0,0,75,0.0,0,0,56.0,0.850364583
828,2/18/2015,Q3,A,Wednesday,5,0.8,30.1,511.0,0,0,0.0,0,0,59.0,0.800980392
31,1/3/2015,Q1,A,Saturday,7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125
167,1/10/2015,Q2,B,Saturday,8,0.8,2.9,,1440,0,0.0,0,0,8.0,0.628882576
992,3/1/2015,Q1,A,Sunday,5,0.6,27.48,549.0,6720,38,0.0,0,0,56.0,0.707446429
281,1/17/2015,Q3,B,Saturday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364
229,1/13/2015,Q2,A,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
698,2/10/2015,Q2,B,Tuesday,1,0.8,3.94,,1440,0,0.0,0,0,12.0,0.853666667
536,1/31/2015,Q5,A,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
54,1/4/2015,Q1,A,Sunday,11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457
975,2/28/2015,Q4,A,Saturday,2,0.7,30.33,512.0,4560,0,0.0,0,1,58.0,0.700211111
1172,3/10/2015,Q2,B,Tuesday,10,0.7,2.9,,960,0,0.0,0,0,8.0,0.39875
1105,3/7/2015,Q1,A,Saturday,5,0.7,27.48,541.0,6960,24,0.0,0,1,58.0,0.408960345
290,1/17/2015,Q3,A,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005417
162,1/10/2015,Q2,A,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59.0,0.800117103
432,1/25/2015,Q4,A,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
1136,3/9/2015,Q2,A,Monday,11,0.8,11.41,357.0,3420,50,0.0,0,0,58.0,0.800034503
935,2/25/2015,Q4,A,Wednesday,10,0.7,21.82,1653.0,6240,0,0.0,0,2,52.0,0.700058333
296,1/17/2015,Q3,B,Saturday,6,0.8,2.9,,900,0,0.0,0,0,5.0,0.465757576
107,1/7/2015,Q1,A,Wednesday,9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311
930,2/25/2015,Q4,A,Wednesday,6,0.75,18.79,1003.0,3960,45,0.0,0,1,33.0,0.75065101
38,1/3/2015,Q1,B,Saturday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.628333333
79,1/5/2015,Q1,A,Monday,3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
647,2/7/2015,Q1,A,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
995,3/1/2015,Q1,A,Sunday,2,0.7,30.33,254.0,1800,0,0.0,0,0,58.0,0.683550607
564,2/2/2015,Q1,A,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
204,1/12/2015,Q2,A,Monday,3,0.8,19.87,941.0,9900,0,0.0,0,0,55.0,0.800273829
767,2/15/2015,Q3,B,Sunday,2,0.8,3.94,,960,0,0.0,0,0,8.0,1.108125
109,1/7/2015,Q1,B,Wednesday,3,0.75,4.15,,2700,0,0.0,0,0,15.0,0.83
395,1/24/2015,Q4,B,Saturday,8,0.8,2.9,,1620,0,0.0,0,0,9.0,0.910521886
874,2/22/2015,Q4,A,Sunday,8,0.7,29.4,1146.0,6840,40,0.0,0,2,57.0,0.700614035
748,2/12/2015,Q2,A,Thursday,3,0.35,30.1,770.0,6960,0,0.0,0,1,58.0,0.350301724
1027,3/3/2015,Q1,A,Tuesday,11,0.8,11.41,601.0,0,50,0.0,0,0,56.0,0.800701754
602,2/4/2015,Q1,B,Wednesday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.966759259
505,1/29/2015,Q5,B,Thursday,11,0.6,2.9,,960,0,0.0,0,0,8.0,0.864583333
1075,3/5/2015,Q1,A,Thursday,11,0.8,11.41,455.0,3420,50,0.0,0,0,56.0,0.800701754
425,1/25/2015,Q4,A,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
254,1/14/2015,Q2,A,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.499980334
838,2/18/2015,Q3,B,Wednesday,8,0.7,5.13,,960,0,0.0,0,0,8.0,0.58
75,1/5/2015,Q1,A,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522
232,1/13/2015,Q2,B,Tuesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.670075758
796,2/16/2015,Q3,A,Monday,7,0.7,30.1,784.0,600,30,0.0,0,1,59.0,0.700459889
359,1/21/2015,Q3,A,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563
611,2/4/2015,Q1,A,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069
178,1/11/2015,Q2,B,Sunday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.828295455
723,2/11/2015,Q2,A,Wednesday,8,0.6,30.1,1069.0,4560,30,0.0,0,1,58.0,0.714410494
702,2/10/2015,Q2,A,Tuesday,6,0.75,18.79,640.0,2400,0,0.0,0,0,34.0,0.750797009
341,1/20/2015,Q3,A,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049
1158,3/10/2015,Q2,A,Tuesday,12,0.8,15.26,1069.0,4080,63,0.0,0,0,34.0,0.800401961
155,1/10/2015,Q2,B,Saturday,10,0.8,3.94,,1440,0,0.0,0,0,8.0,0.846950758
631,2/5/2015,Q1,A,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032
216,1/13/2015,Q2,B,Tuesday,4,0.35,4.3,,2160,0,0.0,0,0,12.0,0.952020202
427,1/25/2015,Q4,A,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
1067,3/4/2015,Q1,A,Wednesday,6,0.75,18.79,52.0,3960,0,0.0,0,0,33.0,0.332146465
956,2/26/2015,Q4,B,Thursday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.5565625
977,2/28/2015,Q4,B,Saturday,2,0.7,3.9,,960,0,0.0,0,0,8.0,0.5565625
1068,3/5/2015,Q1,B,Thursday,8,0.8,4.6,,2640,0,0.0,0,0,22.0,0.980984848
854,2/19/2015,Q3,A,Thursday,11,0.7,11.41,653.0,3480,30,0.0,0,2,58.0,0.700540441
1060,3/4/2015,Q1,A,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58.0,0.700424138
769,2/15/2015,Q3,B,Sunday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.876444444
837,2/18/2015,Q3,B,Wednesday,10,0.8,3.94,,960,0,0.0,0,0,8.0,0.64025
1031,3/3/2015,Q1,A,Tuesday,7,0.8,30.1,29.0,7080,50,0.0,0,0,59.0,0.800115819
191,1/11/2015,Q2,A,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58.0,0.473134796
926,2/25/2015,Q4,B,Wednesday,10,0.7,2.9,,1200,0,0.0,0,0,10.0,0.845833333
682,2/9/2015,Q2,A,Monday,9,0.8,29.12,1073.0,6960,50,0.0,0,0,58.0,0.799963218
547,2/1/2015,Q1,B,Sunday,2,0.8,3.94,,1200,0,0.0,0,0,10.0,0.912766667
934,2/25/2015,Q4,A,Wednesday,2,0.7,30.33,361.0,3960,30,0.0,0,1,58.0,0.700069811
419,1/25/2015,Q4,B,Sunday,3,0.75,3.94,,1620,0,0.0,0,0,9.0,0.961784512
486,1/28/2015,Q4,A,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
261,1/15/2015,Q3,B,Thursday,1,0.8,3.94,,1440,0,0.0,0,0,8.0,0.884261364
78,1/5/2015,Q1,A,Monday,10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504
492,1/28/2015,Q4,A,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308
625,2/5/2015,Q1,B,Thursday,7,0.7,3.94,,1200,0,0.0,0,0,10.0,0.8471
552,2/1/2015,Q1,B,Sunday,4,0.8,4.3,,1440,0,0.0,0,0,12.0,0.845069444
795,2/16/2015,Q3,B,Monday,4,0.75,4.15,,1800,0,0.0,0,0,15.0,0.722333333
899,2/23/2015,Q4,B,Monday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.3715625
798,2/16/2015,Q3,A,Monday,8,0.7,30.1,7.0,7080,27,2.0,10,2,59.0,0.621971751
549,2/1/2015,Q1,B,Sunday,10,0.8,3.94,,1200,0,0.0,0,0,10.0,0.8865
131,1/8/2015,Q2,A,Thursday,4,0.8,28.08,942.0,10530,75,0.0,0,0,58.5,0.850181818
326,1/19/2015,Q3,A,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049
613,2/4/2015,Q1,A,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
34,1/3/2015,Q1,A,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303
735,2/12/2015,Q2,B,Thursday,8,0.35,4.15,,1440,0,0.0,0,0,12.0,0.755486111
870,2/22/2015,Q4,B,Sunday,12,0.8,5.13,,2400,0,0.0,0,0,10.0,0.78375
945,2/26/2015,Q4,A,Thursday,7,0.8,30.1,694.0,4080,50,0.0,0,1,59.0,0.800808642
606,2/4/2015,Q1,A,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.800401961
44,1/4/2015,Q1,B,Sunday,4,0.8,3.94,,6600,0,0.0,0,0,20.0,0.861679012
803,2/17/2015,Q3,A,Tuesday,1,0.8,22.52,1445.0,6840,113,0.0,0,0,57.0,1.000230409
770,2/15/2015,Q3,A,Sunday,12,0.8,15.26,1120.0,1440,50,0.0,0,0,34.0,0.800806306
598,2/3/2015,Q1,A,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414
1063,3/4/2015,Q1,B,Wednesday,5,0.7,4.6,,960,0,0.0,0,0,8.0,0.592083333
430,1/25/2015,Q4,A,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
665,2/8/2015,Q2,A,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.799963218
786,2/16/2015,Q3,B,Monday,9,0.8,3.94,,1200,0,0.0,0,0,10.0,0.960433333
573,2/2/2015,Q1,A,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545
1089,3/7/2015,Q1,A,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58.0,0.850045
787,2/16/2015,Q3,B,Monday,12,0.8,4.08,,1080,0,0.0,0,0,9.0,0.891555556
616,2/4/2015,Q1,B,Wednesday,6,0.7,2.9,,960,0,0.0,0,0,8.0,0.531666667
1191,3/11/2015,Q2,A,Wednesday,7,0.65,30.48,935.0,6840,26,0.0,0,1,57.0,0.650596491
379,1/22/2015,Q4,B,Thursday,5,0.7,4.15,,9000,0,0.0,0,0,15.0,0.742901235
1184,3/11/2015,Q2,A,Wednesday,9,0.75,18.79,290.0,5040,45,0.0,0,0,52.0,0.750347333
1061,3/4/2015,Q1,A,Wednesday,10,0.7,21.82,1334.0,5760,30,0.0,0,0,53.0,0.700058333
1103,3/7/2015,Q1,B,Saturday,2,0.65,3.9,,1920,0,0.0,0,0,8.0,0.528125
474,1/27/2015,Q4,B,Tuesday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.6225
159,1/10/2015,Q2,A,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57.5,0.800594466
1125,3/8/2015,Q2,B,Sunday,8,0.6,3.9,,960,0,0.0,0,0,8.0,0.4509375
309,1/18/2015,Q3,A,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892
1048,3/4/2015,Q1,B,Wednesday,8,0.8,4.6,,960,0,0.0,0,0,8.0,0.930416667
170,1/11/2015,Q2,B,Sunday,3,0.75,4.15,,1440,0,0.0,0,0,8.0,0.93532197
896,2/23/2015,Q4,A,Monday,3,0.7,29.4,1228.0,6960,30,0.0,0,2,58.0,0.700362069
774,2/15/2015,Q3,A,Sunday,7,0.7,30.1,881.0,7080,0,0.0,0,1,59.0,0.700632768
964,2/28/2015,Q4,B,Saturday,3,0.8,4.6,,6300,0,0.0,0,0,15.0,0.921703704
441,1/26/2015,Q4,B,Monday,2,0.75,3.94,,1800,0,0.0,0,0,10.0,0.910378788
1150,3/10/2015,Q2,B,Tuesday,12,0.8,4.6,,1080,0,0.0,0,0,9.0,0.92
1078,3/5/2015,Q1,A,Thursday,1,0.7,26.82,1373.0,6960,50,0.0,0,0,58.0,0.750651724
693,2/10/2015,Q2,B,Tuesday,2,0.8,3.94,,2160,0,0.0,0,0,18.0,0.966759259
123,1/7/2015,Q1,B,Wednesday,6,0.8,2.9,,1800,0,0.0,0,0,10.0,0.666515152
223,1/13/2015,Q2,A,Tuesday,8,0.8,25.9,1211.0,10260,60,0.0,0,0,57.0,0.850252525
660,2/8/2015,Q2,B,Sunday,1,0.8,3.94,,1200,0,0.0,0,0,10.0,0.893066667
106,1/7/2015,Q1,A,Wednesday,1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311
22,1/3/2015,Q1,B,Saturday,3,0.75,3.94,,1560,0,0.0,0,0,8.0,0.945277778
1180,3/11/2015,Q2,A,Wednesday,11,0.8,11.41,560.0,3420,50,0.0,0,0,58.0,0.800034503
288,1/17/2015,Q3,A,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.800117103
958,2/26/2015,Q4,A,Thursday,5,0.35,27.48,413.0,6840,38,0.0,0,1,57.0,0.449964912
550,2/1/2015,Q1,A,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
584,2/3/2015,Q1,B,Tuesday,8,0.7,4.15,,960,0,0.0,0,0,8.0,0.976979167
248,1/14/2015,Q2,A,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433
778,2/15/2015,Q3,B,Sunday,8,0.7,4.15,,960,0,0.0,0,0,8.0,0.605208333
247,1/14/2015,Q2,B,Wednesday,3,0.8,4.15,,1440,0,0.0,0,0,7.0,0.820833333
551,2/1/2015,Q1,A,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396
978,2/28/2015,Q4,A,Saturday,5,0.5,27.48,609.0,6840,30,0.0,0,1,57.0,0.550403509
380,1/22/2015,Q4,A,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.700250784
792,2/16/2015,Q3,B,Monday,6,0.8,2.9,,960,0,0.0,0,0,8.0,0.773333333
745,2/12/2015,Q2,A,Thursday,9,0.8,29.12,14.0,6960,0,0.0,0,0,58.0,0.497885057
1043,3/3/2015,Q1,B,Tuesday,10,0.7,2.9,,3360,0,0.0,0,0,8.0,0.463194444
765,2/14/2015,Q2,B,Saturday,9,0.8,3.94,,960,0,0.0,0,0,8.0,0.238041667
1145,3/9/2015,Q2,A,Monday,8,0.65,30.48,953.0,6720,26,0.0,0,1,56.0,0.650421429
1013,3/2/2015,Q1,A,Monday,7,0.8,30.1,616.0,7080,0,0.0,0,0,59.0,0.800115819
334,1/19/2015,Q3,B,Monday,10,0.7,3.94,,1440,0,0.0,0,0,8.0,0.538399621
1187,3/11/2015,Q2,A,Wednesday,4,0.75,26.82,1054.0,7080,45,0.0,0,0,59.0,0.750050847
209,1/12/2015,Q2,A,Monday,10,0.8,50.48,381.0,6930,45,0.0,0,0,58.5,0.688557555
333,1/19/2015,Q3,A,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429
246,1/14/2015,Q2,B,Wednesday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.837594697
671,2/8/2015,Q2,A,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
859,2/19/2015,Q3,B,Thursday,5,0.75,5.13,,1920,0,0.0,0,0,8.0,0.631354167
1022,3/2/2015,Q1,B,Monday,12,0.8,4.6,,3780,0,0.0,0,0,9.0,0.607654321
428,1/25/2015,Q4,B,Sunday,7,0.65,3.94,,2520,0,0.0,0,0,14.0,0.749188312
292,1/17/2015,Q3,B,Saturday,7,0.8,2.9,,1440,0,0.0,0,0,8.0,0.661837121
529,1/31/2015,Q5,B,Saturday,8,0.65,3.94,,960,0,0.0,0,0,8.0,0.971866667
365,1/21/2015,Q3,A,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284
600,2/4/2015,Q1,A,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409
754,2/14/2015,Q2,A,Saturday,2,0.8,22.52,674.0,3660,63,0.0,0,0,57.0,0.80037492
158,1/10/2015,Q2,A,Saturday,4,0.8,28.08,660.0,10440,63,0.0,0,0,58.0,0.801028213
568,2/2/2015,Q1,A,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961
95,1/6/2015,Q1,A,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969
284,1/17/2015,Q3,A,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.800246753
605,2/4/2015,Q1,A,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246
185,1/11/2015,Q2,B,Sunday,11,0.8,4.15,,1440,0,0.0,0,0,8.0,0.668087121
57,1/4/2015,Q1,B,Sunday,8,0.8,2.9,,960,0,0.0,0,0,8.0,0.682708333
640,2/7/2015,Q1,A,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
1081,3/5/2015,Q1,A,Thursday,5,0.7,27.48,230.0,6960,40,0.0,0,0,58.0,0.700424138
